id,place,city,region,zip,type,verification_type,verification_number,sum_of_tickets_earned,count_of_projects_earning_tickets,years_tickets_earned,lat,lon,HouseMedianIncome,HouseMeanIncome,IncomeUnder25K
17131,Seton Montessori School,Clarendon Hills,Illinois,60514,nonprofit,ein,362699106,10,1,2018,41.8,-87.96,103886,182503,11.5
35312,Schneider School PTO,North Aurora,Illinois,60542,nonprofit,ein,264332768,5,1,2018,41.81,-88.35,83702,106461,11.5
20952,Spanish Oaks Elementary PTA,Spanish Fork ,Utah,84660,nonprofit,ein,870683328,20,1,2019,40.11,-111.85,70323,83318,11.5
27360,Canyon Elementary School PTA,Spanish Fork,Utah,84660,School- PTA,ein,841414032,20,1,2018,40.11,-111.85,70323,83318,11.5
30334,Wolf Canyon PTA,Chula Vista,California,91913,nonprofit,ein,900336665,5,1,2018,32.62,-116.99,87440,105163,11.5
13008,Faith Academy,Imperial,California,92251,School- Private School,ein,953590452,20,1,2018,32.88,-115.68,83909,94451,11.5
32432,Country Hills Elementary School PTA,BREA,California,92821,nonprofit,ein,953747871,20,1,2018,33.93,-117.89,86070,106163,11.5
30077,St. Angela Merici Parish School,Brea,California,92821,School- Private School,ein,952308258,5,1,2018,33.93,-117.89,86070,106163,11.5
22614,Anaverde Hills School PTSA,Palmdale California,California,93551,nonprofit,ein,203961299,10,1,2019,34.6,-118.24,87628,104279,11.5
29444,Stevens Elementary PTA,Seattle,Washington,98112,School- PTA,ein,911154938,10,1,2018,47.63,-122.29,110051,185379,11.5
25526,MacArthur Elementary School PTO,Waltham,Massachusetts,2451,nonprofit,ein,861083062,20,1,2018,42.4,-71.26,94886,111256,11.4
14352,East Derry Memorial Elementary School PTA,Derry,New Hampshire,3038,School- PTA,ein,20400670,5,1,2018,42.89,-71.28,68322,84101,11.4
29642,Rutgers University Recreation,Piscataway,New Jersey,8854,School- College,ein,226001086,10,1,2018,40.55,-74.46,89617,108205,11.4
13969,Piscataway HS PTSO,Piscataway,New Jersey,8854,nonprofit,ein,473047545,5,1,2018,40.55,-74.46,89617,108205,11.4
13967,Oakland Terrace Elementary School PTA,Silver Spring,Maryland,20902,nonprofit,ein,526070758,15,3,"2018,2019",39.04,-77.04,87244,102476,11.4
20812,Elizabeth Lane Elementary School,Matthews,North Carolina,28105,School- Public School,ncesSchoolId,370297001881,20,1,2018,35.12,-80.71,71921,93559,11.4
20368,Matthews Elementary PTO,Matthews,North Carolina,28105,nonprofit,ein,561799375,10,1,2018,35.12,-80.71,71921,93559,11.4
27442,Christian Adoption Services,Matthews,North Carolina,28105,nonprofit,ein,561683833,10,1,2018,35.12,-80.71,71921,93559,11.4
22429,Family First Foundation,Morrow,Ohio,45152,nonprofit,ein,474147188,5,1,2018,39.35,-84.12,71682,90530,11.4
33610,Hales Corners Lutheran Church and School,Hales Corners,Wisconsin,53130,School- Private School,ein,396020915,20,1,2018,42.94,-88.05,71393,96138,11.4
16993,Vadnais Heights Elementary School Parent Teacher Organization,Vadnias Heights,Minnesota,55127,nonprofit,ein,363544324,20,1,2018,45.08,-93.08,94780,133162,11.4
28468,Vadnais Heights Lions Club Foundation,Vadnais Heights,Minnesota,55127,nonprofit,ein,461737272,10,1,2018,45.08,-93.08,94780,133162,11.4
30671,Matthews middle school pto,Island Lake,Illinois,60042,School- PTA,ein,352178605,20,1,2018,42.28,-88.2,73257,81525,11.4
39679,Matthews Elementary PTA,Grain Valley,Missouri,64029,nonprofit,ein,202948805,5,1,2019,39.01,-94.22,70814,79361,11.4
14011,Desert Trails Elementry School PTO,Phoenix,Arizona,85050,School- PTA,ein,202760836,10,2,2018,33.69,-112,86359,120496,11.4
25118,Kyle J Barker Memorial Fund/St. Vincent de Paul,Phoenix,Arizona,85050,nonprofit,ein,860096789,5,1,2018,33.69,-112,86359,120496,11.4
36377,Widfire Elementary PTO,Phoenix,Arizona,85050,nonprofit,ein,830555136,5,1,2018,33.69,-112,86359,120496,11.4
20434,Arete Prep Academy,Gilbert,Arizona,85234,School- Charter School Public,ncesSchoolId,40075702820,20,1,2018,33.36,-111.74,80340,98663,11.4
29969,AZ Aquatic Sports Foundation,Gilbert,Arizona,85234,nonprofit,ein,860348306,20,1,2018,33.36,-111.74,80340,98663,11.4
35148,INSPIRE: MUSIC SERVICE HOPE,Gilbert,Arizona,85234,nonprofit,ein,461061738,20,1,2018,33.36,-111.74,80340,98663,11.4
29098,"Parents, Educators/Teachers And Students in Action",Granada Hills,California,91344,nonprofit,ein,462694430,20,1,2018,34.29,-118.51,86460,111532,11.4
31140,Tulsa Elementary PTA,Granada Hills,California,91344,School- PTA,ein,956206454,10,1,2018,34.29,-118.51,86460,111532,11.4
18198,El Oro Way PTA,Granada Hills,California,91344,nonprofit,ein,237075699,5,1,2018,34.29,-118.51,86460,111532,11.4
32002,St. John Baptist De La Salle Catholic Church,Granada Hills,California,91344,nonprofit,ein,951782814,5,1,2018,34.29,-118.51,86460,111532,11.4
24513,Pomona Valley Community Services,Claremont,California,91711,nonprofit,ein,953100466,10,1,2018,34.13,-117.71,97002,124927,11.4
18895,Mountainside Master Chorale,Claremont,California,91711,nonprofit,ein,330630904,5,1,2018,34.13,-117.71,97002,124927,11.4
26621,Imperial San Joaquin Delta Empire,Stockton,California,95212,nonprofit,ein,943093941,20,4,2018,38.05,-121.23,82260,94025,11.4
32758,Harvest Preschool and Child Care,Stockton,California,95212,nonprofit,ein,200480488,5,1,2018,38.05,-121.23,82260,94025,11.4
18750,"Kapowsin PTA, Bethel Council 5.3.12",Graham,Washington,98338,nonprofit,ein,911155767,10,2,2018,47.03,-122.28,73715,84401,11.4
24412,"Hand in Paw, Inc.",Birmingham,Alabama,35243,nonprofit,ein,631190375,10,1,2018,33.44,-86.74,74890,117075,11.3
24674,Autism Society of Alabama,BIRMINGHAM,Alabama,35243,nonprofit,ein,743099595,5,1,2018,33.44,-86.74,74890,117075,11.3
19739,James B Eads Parent Teacher Organization,Munster,Indiana,46321,nonprofit,ein,611749451,20,1,2018,41.55,-87.5,78251,100558,11.3
29187,Girl Scout Troop #10271 c/o: Dana Lakshmanamurthy,Munster,Indiana,46321,nonprofit,ein,363871241,5,1,2018,41.55,-87.5,78251,100558,11.3
35268,Elliott Elementary,Munster,Indiana,46321,nonprofit,ein,383943744,5,1,2018,41.55,-87.5,78251,100558,11.3
31959,Clarkston United Methodist Church,Clarkston,Michigan,48346,nonprofit,ein,386065965,10,2,2018,42.72,-83.43,74958,93864,11.3
34247,Angels for Sam,Carlisle,Iowa,50047,nonprofit,ein,473366423,20,1,2018,41.46,-93.47,71250,79483,11.3
19178,Lakes International Language Academy PTO,Forest Lake,Minnesota,55025,nonprofit,ein,200805977,10,1,2018,45.26,-93.02,79587,92407,11.3
29899,GiGi’s Playhouse Twin Cities,St. Louis Park,Minnesota,55416,nonprofit,ein,900870251,5,1,2019,44.95,-93.34,78908,115556,11.3
38007,JDRF Arkansas,Little Rock,Arkansas,72212,nonprofit,ein,231907729,20,2,2018,34.79,-92.42,100750,137361,11.3
28347,Break The Silence-Speak Out America,Little Rock,Arkansas,72212,nonprofit,ein,461622308,5,1,2018,34.79,-92.42,100750,137361,11.3
15179,Timberline Elementary PTA,Grapevine,Texas,76051,School- Public School,ncesSchoolId,482166005484,20,1,2018,32.93,-97.07,83634,109560,11.3
22503,Journey Learning Center,Grapevine,Texas,76051,nonprofit,ein,208960105,10,1,2018,32.93,-97.07,83634,109560,11.3
13206,Eagle Condor Humanitarian,Salt Lake City,Utah,84121,nonprofit,ein,522438516,5,1,2018,40.61,-111.66,82571,113944,11.3
28842,Taylor Hagen Memorial Foundation,Holladay,Utah,84121,nonprofit,ein,814919287,5,1,2018,40.61,-111.66,82571,113944,11.3
16609,Sycamore Elementary PTA,Vail,Arizona,85641,nonprofit,ein,260067783,40,2,"2018,2019",32.05,-110.62,83602,95282,11.3
15439,Ocotillo Ridge Elementary PTA,Vail,Arizona,85641,School- PTA,ein,900294229,20,1,2018,32.05,-110.62,83602,95282,11.3
16772,Horizon Prep,Rancho Santa Fe,California,92067,nonprofit,ein,330736434,10,1,2018,33.02,-117.19,130769,187966,11.3
28820,Portola Springs PTA,Irvine,California,92618,nonprofit,ein,901043145,20,1,2018,33.67,-117.74,103758,127432,11.3
36666,Girl Scouts of Orange County,Irvine,California,92618,nonprofit,ein,952023244,20,1,2018,33.67,-117.74,103758,127432,11.3
14765,South County Outreach,Irvine,California,92618,nonprofit,ein,330330233,15,2,2018,33.67,-117.74,103758,127432,11.3
28836,Girl Scouts Troop 5433/4586,Irvine,California,92618,nonprofit,ein,952023244,15,2,2018,33.67,-117.74,103758,127432,11.3
2998,Irvine Public Schools Foundation,Irvine,California,92618,nonprofit,ein,330733191,10,1,2018,33.67,-117.74,103758,127432,11.3
35374,Oak Creek Elementary PTA,Irvine,California,92618,School- PTA,ein,300097306,10,1,2018,33.67,-117.74,103758,127432,11.3
17055,El Morro Elementary PTA,Laguna Beach,California,92651,School- PTA,ein,956152268,20,1,2018,33.57,-117.77,120302,201477,11.3
25712,Top of the World Elementary PTA,Laguna Beach,California,92651,nonprofit,ein,237010590,20,1,2018,33.57,-117.77,120302,201477,11.3
35895,Thurston Middle School PTA,Laguna Beach,California,92651,nonprofit,ein,956206453,20,1,2018,33.57,-117.77,120302,201477,11.3
12778,Boys & Girls Club of Laguna Beach,Laguna Beach,California,92651,nonprofit,ein,951878822,10,1,2018,33.57,-117.77,120302,201477,11.3
33213,SSF FOG Baseball,South San Francisco,California,94080,nonprofit,ein,942936869,10,1,2018,37.66,-122.42,92089,110971,11.3
13201,El Camino High School Music Boosters,South San Francisco,California,94080,nonprofit,ein,453069405,5,1,2018,37.66,-122.42,92089,110971,11.3
17618,Benicia Ballet Theatre,Benicia,California,94510,nonprofit,ein,680496651,10,1,2018,38.1,-122.14,95291,117419,11.3
18862,Tim and Jeannie Hamann Foundation,Benicia,California,94510,nonprofit,ein,472189766,10,1,2018,38.1,-122.14,95291,117419,11.3
32808,Marsh Creek Parents' Club,BRENTWOOD,California,94513,nonprofit,ein,562520424,20,1,2018,37.92,-121.67,96827,111066,11.3
20746,Delta Quilters Guild,BRENTWOOD,California,94513,nonprofit,ein,942818998,10,1,2018,37.92,-121.67,96827,111066,11.3
14200,Heritage High School Rising Stars Boosters,Brentwood,California,94513,nonprofit,ein,263853787,5,1,2018,37.92,-121.67,96827,111066,11.3
16111,Heritage Patriot Athletic Booster Club,Brentwood,California,94513,nonprofit,ein,202905264,5,1,2018,37.92,-121.67,96827,111066,11.3
26471,Putnam Clubhouse,Concord,California,94519,nonprofit,ein,208873338,20,1,2018,37.99,-122.01,79390,91751,11.3
30237,Adaptive Learning Center,Concord,California,94519,nonprofit,ein,680268860,5,1,2018,37.99,-122.01,79390,91751,11.3
24157,Markham Elementary School PTA,Portland,Oregon,97219,nonprofit,ein,936031747,20,2,2018,45.45,-122.7,89745,119199,11.3
33835,Laker Softball,Portland,Oregon,97219,nonprofit,ein,822744031,15,2,2018,45.45,-122.7,89745,119199,11.3
30750,Boys & Girls Aid Society of Oregon,Portland,Oregon,97219,nonprofit,ein,930386791,5,1,2018,45.45,-122.7,89745,119199,11.3
36801,Capitol Hill Elementary School PTA,Portland,Oregon,97219,nonprofit,ein,936039301,5,1,2018,45.45,-122.7,89745,119199,11.3
33958,Japan-America Society of the State of Washington,Mercer Island,Washington,98040,nonprofit,ein,237282194,20,1,2018,47.56,-122.23,136644,206003,11.3
26514,Northwest Parkinson's Foundation,Mercer Island,Washington,98040,nonprofit,ein,911923159,5,1,2018,47.56,-122.23,136644,206003,11.3
39102,French American School of Puget Sound,Mercer Island,Washington,98040,School- Private School,ein,911682584,5,1,2019,47.56,-122.23,136644,206003,11.3
38302,Kids in Concert,Bainbridge Island,Washington,98110,nonprofit,ein,800652894,20,1,2018,47.65,-122.53,109341,141531,11.3
20523,Creative Playschool,Niantic ,Connecticut,6357,nonprofit,ein,60811257,5,1,2018,41.33,-72.22,74384,97331,11.2
14561,St. Mary Magdalen School,Oakville,Connecticut,6779,nonprofit,ein,60811959,10,1,2018,41.6,-73.08,66349,76521,11.2
22532,JAR of Hope,West Long Branch,New Jersey,7764,nonprofit,ein,464134019,10,1,2018,40.29,-74.02,100000,122157,11.2
25323,Dunwoody United Methodist Preschool,Atlanta,Georgia,30338,School- Charter School Private,ein,362167731,20,1,2018,33.95,-84.32,96506,127947,11.2
20027,Runnells Elementary PTA,Runnells,Iowa,50237,nonprofit,ein,911852259,10,1,2018,41.55,-93.37,88304,95928,11.2
20778,Lake County Extension Foundation,Grayslake,Illinois,60030,nonprofit,ein,363118919,5,1,2018,42.34,-88.04,83680,103676,11.2
13653,Sally K. Ride Elementary PTO,The Woodlands,Texas,77381,School- PTA,ein,760194085,15,2,"2017,2018",30.18,-95.5,103439,151515,11.2
30085,MOMS club of San Pedro,San Pedro,California,90732,nonprofit,ein,912128717,20,3,2018,33.74,-118.31,89440,112705,11.2
16122,South Shores Magnet School for the Visual and Performing Arts PTO,San Pedro,California,90732,nonprofit,ein,464233933,20,2,2018,33.74,-118.31,89440,112705,11.2
33246,Alta Loma Elementary PTA,Alta Loma,California,91701,nonprofit,ein,956204089,5,1,2018,34.14,-117.6,89067,103753,11.2
12323,Inside the Outdoors Foundation,Costa Mesa,California,92626,nonprofit,ein,330373014,40,2,"2018,2019",33.68,-117.91,85662,105653,11.2
15760,Epilepsy Support Network,Costa Mesa,California,92626,nonprofit,ein,270681680,20,1,2018,33.68,-117.91,85662,105653,11.2
26808,Harbor Mesa Lions Club,Costa Mesa,California,92626,nonprofit,ein,800511699,5,1,2018,33.68,-117.91,85662,105653,11.2
32204,Ralph A. Gates PTA,Lake Forest,California,92630,School- PTA,ein,330441170,20,3,2018,33.65,-117.69,87059,110184,11.2
25531,El Toro High School Instrumental Music and Pageantry Boosters,Lake Forest,California,92630,nonprofit,ein,953668043,20,1,2018,33.65,-117.69,87059,110184,11.2
26023,La Madera PTA,Lake Forest,California,92630,School- PTA,ein,330665593,20,1,2018,33.65,-117.69,87059,110184,11.2
15866,Advocates for Languages Learning,Lake Forest,California,92630,nonprofit,ein,953917527,10,1,2018,33.65,-117.69,87059,110184,11.2
18191,"MOMS Club of Lake Forest, CA",Lake Forest,California,92630,nonprofit,ein,912128645,10,1,2018,33.65,-117.69,87059,110184,11.2
32997,The Bourke Family Foundation,Newport Beach,California,92660,nonprofit,ein,611652068,20,3,2018,33.63,-117.87,118971,188038,11.2
31829,The LIFT Foundation,Newport Beach,California,92660,nonprofit,ein,463217325,20,1,2018,33.63,-117.87,118971,188038,11.2
20501,CDM PTA,Newport Beach,California,92660,nonprofit,ein,956207202,5,1,2018,33.63,-117.87,118971,188038,11.2
33370,Paw Prints in the Sand,Newport Beach,California,92660,nonprofit,ein,464362250,5,1,2018,33.63,-117.87,118971,188038,11.2
30918,Mesa Education Foundation,Somis,California,93066,nonprofit,ein,953817924,5,1,2018,34.3,-119.01,92417,124098,11.2
30977,Valhalla Elementary School Parent Faculty Association,Pleasant Hill,California,94523,nonprofit,ein,237061836,20,2,2018,37.95,-122.08,100889,123508,11.2
13916,Pleasant Hill Adventist Academy,Pleasant Hill,California,94523,School- Private School,ein,680261247,20,1,2018,37.95,-122.08,100889,123508,11.2
37542,Pleasant Hill Baseball Association Hawks,Pleasant Hill,California,94523,nonprofit,ein,943221628,20,1,2018,37.95,-122.08,100889,123508,11.2
36606,Pleasant Hill Elementary School PTA,Pleasant Hill,California,94523,nonprofit,ein,946183821,10,1,2018,37.95,-122.08,100889,123508,11.2
16238,Gregory Gardens Elementary School PTA,Pleasant Hill,California,94523,nonprofit,ein,680331757,5,1,2018,37.95,-122.08,100889,123508,11.2
18588,Valley View Middle School,Pleasant Hill ,California,94523,School- Public School,ncesSchoolId,62637003979,5,1,2018,37.95,-122.08,100889,123508,11.2
34315,Choice in Aging,Pleasant Hill,California,94523,nonprofit,ein,942822559,5,1,2018,37.95,-122.08,100889,123508,11.2
35614,Creative Play Center,Pleasant Hill,California,94523,School- Private School,ein,946003453,5,1,2018,37.95,-122.08,100889,123508,11.2
28866,FOREST HILL ELEMENTARY PTA,San Jose,California,95130,nonprofit,ein,770126424,20,1,2018,37.28,-121.99,106477,143361,11.2
23289,Baker Elementary School Home and School Club,San Jose,California,95130,nonprofit,ein,770045369,10,1,2018,37.28,-121.99,106477,143361,11.2
15276,Pleasant Valley PTA,Vancouver,Washington,98686,School- PTA,ein,911170795,10,1,2017,45.72,-122.62,78411,97692,11.2
26034,West Ridge Elementary School PTO,Park Ridge,New Jersey,7656,nonprofit,ein,900130897,5,1,2018,41.04,-74.04,106875,137113,11.1
35946,The Chapel School,Bronxville,New York,10708,School- Private School,ein,131740417,5,1,2018,40.94,-73.83,106808,179857,11.1
36074,Shawnee Elementary PTA,Easton,Pennsylvania,18040,nonprofit,ein,800390807,20,1,2018,40.75,-75.23,83281,103635,11.1
13102,GFWC Rotonda West Woman's Club,Placida,Florida,33946,nonprofit,ein,650832940,10,2,2018,26.85,-82.28,72778,102048,11.1
31213,Bocilla Islands Conservancy Inc,Placida,Florida,33946,nonprofit,ein,811139087,5,1,2018,26.85,-82.28,72778,102048,11.1
37982,Spay Illinois,Lisle,Illinois,60532,nonprofit,ein,452094195,5,1,2019,41.79,-88.08,80914,105389,11.1
34738,Heartland Elementary PTO,Overland Park,Kansas,66213,nonprofit,ein,481168447,10,2,2018,38.9,-94.71,91989,110976,11.1
27118,Ski & Snowboard Club Vail,Vail,Colorado,81657,nonprofit,ein,846038792,10,1,2018,39.68,-106.31,75044,115103,11.1
25506,DESERT EDGE HIGH SCHOOL FOOTBALL BOOSTERS,GOODYEAR,Arizona,85338,nonprofit,ein,472862857,20,2,2018,33.37,-112.41,72392,83872,11.1
16904,Desert Edge High School Softball,Goodyear,Arizona,85338,nonprofit,ein,274672350,20,1,2018,33.37,-112.41,72392,83872,11.1
34881,"EMC Estrella Mountain Preschool, LLC",Goodyear,Arizona,85338,nonprofit,ein,860944235,15,2,2018,33.37,-112.41,72392,83872,11.1
33816,Canine Rescue Coalition,Goodyear,Arizona,85338,nonprofit,ein,562396607,5,1,2019,33.37,-112.41,72392,83872,11.1
29166,North Valley Family YMCA,Porter Ranch,California,91326,nonprofit,ein,951644052,20,1,2018,34.28,-118.56,105611,134500,11.1
31072,Camp Bravo,Northridge,California,91326,nonprofit,ein,954558719,20,1,2018,34.28,-118.56,105611,134500,11.1
37074,Darby PTA,Northridge,California,91326,School- PTA,ein,956204172,20,1,2019,34.28,-118.56,105611,134500,11.1
22547,Friends of PRCS Booster Club,Porter Ranch,California,91326,School- Booster Club,ein,800795741,5,1,2018,34.28,-118.56,105611,134500,11.1
37970,Lincoln Elementary PTA - Newport Beach,Corona del Mar,California,92625,nonprofit,ein,810635510,20,1,2018,33.6,-117.86,139561,231799,11.1
29948,Run Walk Events Inc,Norco,California,92860,nonprofit,ein,465280683,10,1,2018,33.93,-117.55,92199,111027,11.1
24178,Concord High School Parents Club,Concord,California,94521,nonprofit,ein,946168918,20,2,2018,37.96,-121.96,94637,113756,11.1
28796,Westwood Elementary Parent Faculty Club,Concord,California,94521,nonprofit,ein,320183456,20,2,2018,37.96,-121.96,94637,113756,11.1
26095,Concord High School Choir Boosters,Concord,California,94521,nonprofit,ein,463794391,20,1,2018,37.96,-121.96,94637,113756,11.1
36979,Ayers Elementary School,Concord,California,94521,School- Public School,ncesSchoolId,62637003934,20,1,2018,37.96,-121.96,94637,113756,11.1
25109,Officer John Hege Memorial Fund,Concord,California,94521,nonprofit,ein,473055935,10,1,2018,37.96,-121.96,94637,113756,11.1
33753,Anne Loucks DAR,Concord,California,94521,nonprofit,ein,237005622,10,1,2019,37.96,-121.96,94637,113756,11.1
35180,Clayton Valley Parent Preschool,Concord,California,94521,nonprofit,ein,941663963,5,1,2018,37.96,-121.96,94637,113756,11.1
35432,"Clayton Valley Charter High, travel club, Concord, CA",Concord,California,94521,School- Charter School Public,ncesSchoolId,69100503940,5,1,2018,37.96,-121.96,94637,113756,11.1
13173,Silver Oak High School Public Montessori Charter,Hayward,California,94542,nonprofit,ein,455620286,10,1,2018,37.66,-122.04,103018,128630,11.1
14980,Temple Beth Abraham,Oakland,California,94610,nonprofit,ein,941375793,5,1,2018,37.81,-122.24,87059,123162,11.1
27109,Boys and Girls Clubs of Snohomish County,Everett,Washington,98208,nonprofit,ein,910549511,10,1,2018,47.9,-122.19,82957,93257,11.1
33006,Mill Creek Family YMCA,Everett,Washington,98208,nonprofit,ein,910565561,5,1,2018,47.9,-122.19,82957,93257,11.1
27057,Hazlet First Aid and Rescue Squad,Hazlet,New Jersey,7730,nonprofit,ein,222317775,20,1,2018,40.43,-74.18,98194,110271,11
28547,Sycamore Drive Early Childhood Learning Center PTO,Hazlet,New Jersey,7730,nonprofit,ein,226074463,20,1,2018,40.43,-74.18,98194,110271,11
36757,RAINE Foundation,Hazlet,New Jersey,7730,nonprofit,ein,542176638,20,1,2018,40.43,-74.18,98194,110271,11
16229,Hazlet Middle School PTO,Hazlet,New Jersey,7730,School- Public School,ncesSchoolId,341368003840,10,1,2018,40.43,-74.18,98194,110271,11
37933,Middle Road School PTO,Hazlet,New Jersey,7730,nonprofit,ein,814185934,5,1,2019,40.43,-74.18,98194,110271,11
29553,Memorial Sloan Kettering Cancer Center,New York,New York,10065,nonprofit,ein,131924236,5,1,2018,40.76,-73.96,124322,229752,11
20357,Alley Cats and Angels of NC,Apex,North Carolina,27502,nonprofit,ein,510669398,10,1,2018,35.72,-78.92,103673,118811,11
16613,Apex Middle School PTA,Apex,North Carolina,27502,nonprofit,ein,561675728,5,1,2018,35.72,-78.92,103673,118811,11
38766,"Eagle Point Elementary Foundation, Inc",Weston,Florida,33326,nonprofit,ein,650640653,20,1,2019,26.12,-80.37,83160,106621,11
33832,SouthTech Prep PTO,Boynton Beach,Florida,33472,nonprofit,ein,460598447,10,1,2018,26.54,-80.19,72633,98063,11
36264,Strongsville Early Childhood PTA,Strongsville,Ohio,44136,nonprofit,ein,237256966,10,1,2018,41.31,-81.81,79338,102313,11
28946,The Caleb Andrew Longfield Foundation,Strongsville,Ohio,44136,nonprofit,ein,824921586,5,1,2018,41.31,-81.81,79338,102313,11
26133,Tonda Elementary School,Canton,Michigan,48187,School- PTA,ein,821255393,10,1,2018,42.33,-83.48,81367,100313,11
34362,world Learner School PTO,Chaska,Minnesota,55318,nonprofit,ein,271423612,10,1,2018,44.81,-93.64,83799,116447,11
35516,Pioneer Ridge Middle School PTO,Chaska,Minnesota,55318,nonprofit,ein,271058288,10,1,2018,44.81,-93.64,83799,116447,11
32778,Northwest Suburban Special Education Organization (NSSEO) - Kirk School,Palatine,Illinois,60067,School- Public School,ncesSchoolId,170003205094,20,2,2018,42.11,-88.06,97549,129050,11
35275,DuPage Pads,Wheaton,Illinois,60187,nonprofit,ein,363675494,20,1,2018,41.87,-88.11,97343,127005,11
19564,As Good as Gold Golden Retriever Rescue of Illinois,Wheaton,Illinois,60187,nonprofit,ein,900083192,15,3,2018,41.87,-88.11,97343,127005,11
36182,Clusters Moms of Multiples. Inc,Orland Park,Illinois,60462,nonprofit,ein,364443418,10,1,2018,41.63,-87.83,82986,103670,11
29356,Chris Szmajlo Music Scholarship Trust,Orland Park,Illinois,60462,nonprofit,ein,453220263,5,1,2018,41.63,-87.83,82986,103670,11
30690,Sonoran Sky Parent Teacher Organization,Scottsdale,Arizona,85260,nonprofit,ein,860768944,20,1,2018,33.61,-111.89,82159,116570,11
23121,Redington Volleyball Club,Tucson,Arizona,85748,nonprofit,ein,813287964,10,1,2018,32.22,-110.75,70840,89405,11
35415,bethlehemSCV's Crossfire Student Ministry,Canyon Country,California,91351,nonprofit,ein,952463318,10,1,2019,34.44,-118.45,76706,91077,11
34852,Centennial High School Water Polo Boosters,Corona,California,92881,nonprofit,ein,810642397,10,1,2019,33.83,-117.52,94498,114382,11
30648,Pleasant Valley Cooperative Preschool,Camarillo,California,93010,nonprofit,ein,952897128,20,1,2018,34.23,-119.08,90260,115840,11
36092,Cosumnes River Elementary PTA,Sloughhouse,California,95683,nonprofit,ein,680093361,20,2,"2018,2019",38.51,-121.1,103476,123369,11
17507,Vacaville Counterforce Police Activities League,Vacaville,California,95688,nonprofit,ein,911779367,20,3,2018,38.41,-122.02,82809,102558,11
15761,Kairos Public School Vacaville Academy,Vacaville,California,95688,School- Charter School Public,ncesSchoolId,64059013743,20,2,2018,38.41,-122.02,82809,102558,11
38959,Vacaville City Firefighters Charity Fund,Vacaville,California,95688,nonprofit,ein,455144035,10,1,2019,38.41,-122.02,82809,102558,11
30113,Mexican Open Committee,Vacaville,California,95688,nonprofit,ein,260443120,5,1,2018,38.41,-122.02,82809,102558,11
32282,New Hope Christian Fellowship,Vacaville,California,95688,nonprofit,ein,680321313,5,1,2018,38.41,-122.02,82809,102558,11
23091,Lafayette Regional School,Franconia,New Hampshire,3580,School- Public School,ncesSchoolId,330415000215,10,1,2018,44.16,-71.69,72361,100623,10.9
38536,"Matheny School and Hospital, Inc",Peapack,New Jersey,7977,nonprofit,ein,221482276,5,1,2019,40.71,-74.67,74063,115668,10.9
30963,Davidson Elementary PTO,Davidson,North Carolina,28036,nonprofit,ein,800615060,15,3,2018,35.48,-80.79,114641,150062,10.9
24653,Forgotten Paws Dog Rescue,Acworth,Georgia,30101,nonprofit,ein,510597882,20,4,2018,34.03,-84.71,83534,100611,10.9
34549,"Road Trip Home Animal Rescue, Inc.",Acworth,Georgia,30101,nonprofit,ein,455455432,10,1,2018,34.03,-84.71,83534,100611,10.9
30838,Tradewinds Elementary PTA,Coconut Creek,Florida,33073,nonprofit,ein,650671529,20,1,2018,26.3,-80.18,71361,84836,10.9
25705,"Warren County Ohio Chapter, Ducks Unlimited",Memphis,Tennessee,38120,nonprofit,ein,135643799,5,1,2018,35.12,-89.85,99472,159904,10.9
32679,Hilliard Rotary Club/Education Foundation,Hilliard,Ohio,43026,nonprofit,ein,311745090,10,1,2018,40.02,-83.19,84773,100031,10.9
33801,Norwich Elementary PTO,Hilliard,Ohio,43026,nonprofit,ein,311386860,10,1,2018,40.02,-83.19,84773,100031,10.9
26316,Gio's Garden,Middelton,Wisconsin,53562,nonprofit,ein,271566020,5,1,2018,43.12,-89.54,79240,123869,10.9
36731,District 56 Parent Teacher Organization,Gurnee,Illinois,60031,nonprofit,ein,363569951,20,1,2018,42.37,-87.94,87828,109168,10.9
16745,Clyde Hamrick Elementary School,Imperial,Missouri,63052,School- Public School,ncesSchoolId,291230000498,20,2,"2017,2018",38.39,-90.44,69224,79679,10.9
35957,P.R.I.D.E. Booster Club (“PRIDE”),Los Angeles,California,90049,nonprofit,ein,953815710,10,1,2018,34.09,-118.49,121671,215373,10.9
37781,The Archer School for Girls,LA,California,90049,School- Private School,ein,954463705,10,1,2018,34.09,-118.49,121671,215373,10.9
18133,Community Roots Academy,Laguna Niguel,California,92677,School- Charter School Public,ncesSchoolId,60744012651,20,1,2018,33.53,-117.7,98743,136155,10.9
15104,George White Elementary PTA,Laguna Niguel,California,92677,nonprofit,ein,330381393,10,1,2018,33.53,-117.7,98743,136155,10.9
36791,Niguel Botanical Preserve,Laguna Niguel,California,92677,nonprofit,ein,330045387,10,1,2018,33.53,-117.7,98743,136155,10.9
18864,Bergeson Elementary School Foundation,Laguna Niguel,California,92677,nonprofit,ein,562442420,5,1,2018,33.53,-117.7,98743,136155,10.9
23956,Jocelynn's Gift of Hope,Clovis,California,93611,nonprofit,ein,811277365,10,1,2018,36.82,-119.68,84028,97696,10.9
29506,Mickey Cox Elementary School Parent Club,Clovis,California,93611,School- PTA,ein,770494306,5,1,2018,36.82,-119.68,84028,97696,10.9
